shipment_id,order_date,supplier_id,route_id,product_category,order_value,weight_kg,expected_days,actual_days,delay_days,is_delayed,weather_risk,port_congestion,supplier_issue,demand_spike,transport_mode
293,2023-04-08,28,9,Raw Material,91194.34,1851.3,10,10,0,0,0,0,0,0,Road
294,2023-04-08,5,14,Packaging,162183.53,4521.5,2,2,0,0,0,0,0,0,Road
295,2023-04-09,4,4,Raw Material,149964.75,1611.4,21,21,0,0,0,0,0,0,Road
296,2023-04-09,10,6,Electronics,81232.84,1941.5,6,6,0,0,0,0,0,0,Road
297,2023-04-09,20,5,Raw Material,115896.36,3053.8,13,13,0,0,0,0,0,0,Rail
298,2023-04-10,3,7,Textile,38363.37,1767.7,7,7,0,0,0,0,0,0,Rail
299,2023-04-10,27,7,Raw Material,52024.62,4749.1,7,10,3,1,0,0,1,0,Rail
300,2023-04-10,19,10,Packaging,74442.47,3506.8,13,13,0,0,0,0,0,0,Air
301,2023-04-11,26,5,Textile,178180.19,18.6,13,13,0,0,0,0,0,0,Rail
302,2023-04-11,13,11,Textile,77296.01,1353.1,23,23,0,0,0,0,0,0,Road
303,2023-04-11,3,8,Textile,193674.29,3034.2,17,17,0,0,0,0,0,0,Sea
304,2023-04-12,13,15,Electronics,98784.04,2010.8,14,14,0,0,0,0,0,0,Rail
305,2023-04-12,20,5,Packaging,55437.19,2250.3,13,13,0,0,0,0,0,0,Rail
306,2023-04-12,16,12,Packaging,151442.94,4332.5,23,23,0,0,0,0,0,0,Road
307,2023-04-13,13,8,Textile,7106.07,379.6,17,17,0,0,0,0,0,0,Sea
308,2023-04-13,2,9,Packaging,20823.94,262.9,10,10,0,0,0,0,0,0,Road
309,2023-04-13,21,12,Packaging,187986.58,131.4,23,24,1,1,0,0,0,1,Road
310,2023-04-14,16,9,Electronics,93217.41,2196.2,10,12,2,1,1,0,0,0,Road
311,2023-04-14,4,12,Electronics,68585.7,3523.3,23,28,5,1,1,1,0,0,Road
312,2023-04-14,11,6,Raw Material,26750.23,4502.0,6,6,0,0,0,0,0,0,Road
313,2023-04-15,3,10,Textile,64869.28,3317.9,13,13,0,0,0,0,0,0,Air
314,2023-04-15,1,2,Textile,78027.78,4632.5,16,19,3,1,0,1,0,0,Air
315,2023-04-15,28,3,Packaging,85538.67,4051.2,6,6,0,0,0,0,0,0,Road
316,2023-04-16,30,3,Textile,165176.4,4652.1,6,6,0,0,0,0,0,0,Road
317,2023-04-16,22,3,Packaging,68255.93,4926.1,6,8,2,1,1,0,0,0,Road
318,2023-04-16,18,8,Raw Material,163222.72,3322.9,17,22,5,1,0,1,1,0,Sea
319,2023-04-17,14,5,Textile,196534.2,4883.4,13,13,0,0,0,0,0,0,Rail
320,2023-04-17,6,2,Raw Material,168152.63,1077.4,16,16,0,0,0,0,0,0,Air
321,2023-04-17,18,15,Electronics,41336.72,2417.0,14,23,9,1,0,1,1,0,Rail
322,2023-04-18,22,5,Textile,133683.52,411.6,13,13,0,0,0,0,0,0,Rail
323,2023-04-18,22,15,Textile,65555.24,998.6,14,17,3,1,1,1,0,0,Rail
324,2023-04-18,23,2,Raw Material,195306.42,2539.0,16,16,0,0,0,0,0,0,Air
325,2023-04-19,3,11,Packaging,198897.67,1165.7,23,23,0,0,0,0,0,0,Road
326,2023-04-19,2,9,Electronics,36247.11,3550.3,10,10,0,0,0,0,0,0,Road
327,2023-04-19,8,12,Electronics,148236.72,332.9,23,25,2,1,0,0,1,0,Road
328,2023-04-20,10,8,Packaging,122873.91,1465.4,17,18,1,1,0,0,0,1,Sea
329,2023-04-20,9,12,Textile,145568.16,2396.5,23,26,3,1,1,1,0,0,Road
330,2023-04-20,17,12,Electronics,196545.55,2884.9,23,23,0,0,0,0,0,0,Road
331,2023-04-21,12,6,Packaging,194760.89,60.2,6,6,0,0,0,0,0,0,Road
332,2023-04-21,10,14,Raw Material,189683.23,279.8,2,2,0,0,0,0,0,0,Road
333,2023-04-21,16,12,Raw Material,75271.53,2431.9,23,25,2,1,1,0,0,0,Road
334,2023-04-22,17,5,Raw Material,37646.58,2817.3,13,13,0,0,0,0,0,0,Rail
335,2023-04-22,6,6,Electronics,186668.05,3326.4,6,6,0,0,0,0,0,0,Road
336,2023-04-22,24,11,Raw Material,28522.33,632.2,23,24,1,1,0,0,1,0,Road
337,2023-04-23,19,14,Electronics,36957.6,2760.9,2,2,0,0,0,0,0,0,Road
338,2023-04-23,18,8,Raw Material,11266.75,152.3,17,24,7,1,1,0,1,0,Sea
339,2023-04-23,8,11,Textile,178030.07,3571.6,23,25,2,1,0,0,1,0,Road
340,2023-04-24,21,9,Textile,34500.89,803.3,10,10,0,0,0,0,0,0,Road
341,2023-04-24,30,14,Textile,46100.86,3271.4,2,9,7,1,0,1,0,0,Road
342,2023-04-24,13,7,Packaging,182951.16,2616.1,7,7,0,0,0,0,0,0,Rail
343,2023-04-25,25,1,Textile,63950.15,4371.8,8,8,0,0,0,0,0,0,Sea
344,2023-04-25,16,1,Textile,160548.15,1135.7,8,8,0,0,0,0,0,0,Sea
345,2023-04-25,16,11,Textile,157683.55,440.6,23,23,0,0,0,0,0,0,Road
346,2023-04-26,21,12,Textile,141983.98,1381.8,23,23,0,0,0,0,0,0,Road
347,2023-04-26,12,1,Textile,33838.23,2652.7,8,8,0,0,0,0,0,0,Sea
348,2023-04-26,3,14,Raw Material,42253.39,1540.2,2,6,4,1,0,1,0,0,Road
349,2023-04-27,3,3,Raw Material,119289.2,531.0,6,6,0,0,0,0,0,0,Road
350,2023-04-27,16,5,Electronics,194245.18,1519.6,13,13,0,0,0,0,0,0,Rail
351,2023-04-27,26,7,Raw Material,56775.32,3537.9,7,7,0,0,0,0,0,0,Rail
352,2023-04-28,4,12,Electronics,185403.8,4084.9,23,23,0,0,0,0,0,0,Road
353,2023-04-28,6,3,Raw Material,151258.86,2059.7,6,6,0,0,0,0,0,0,Road
354,2023-04-28,18,1,Electronics,185354.92,3186.8,8,15,7,1,0,1,1,0,Sea
355,2023-04-29,3,8,Textile,168967.54,4551.9,17,17,0,0,0,0,0,0,Sea
356,2023-04-29,10,1,Textile,86752.34,3292.1,8,8,0,0,0,0,0,0,Sea
357,2023-04-29,22,4,Raw Material,194259.9,1945.7,21,21,0,0,0,0,0,0,Road
358,2023-04-30,16,13,Packaging,43277.25,2333.2,13,13,0,0,0,0,0,0,Road
359,2023-04-30,2,6,Textile,120531.29,4823.0,6,6,0,0,0,0,0,0,Road
360,2023-04-30,30,1,Raw Material,196207.69,4389.5,8,8,0,0,0,0,0,0,Sea
361,2023-05-01,27,11,Raw Material,198848.84,446.1,23,25,2,1,0,0,1,0,Road
362,2023-05-01,20,8,Raw Material,17843.17,2137.8,17,17,0,0,0,0,0,0,Sea
363,2023-05-01,10,13,Packaging,165021.37,2542.4,13,13,0,0,0,0,0,0,Road
364,2023-05-02,20,2,Packaging,142666.43,2347.0,16,24,8,1,1,1,0,1,Air
365,2023-05-02,5,2,Electronics,30597.19,410.4,16,19,3,1,1,0,0,0,Air
366,2023-05-02,9,3,Packaging,174849.45,4292.0,6,6,0,0,0,0,0,0,Road
367,2023-05-03,5,8,Packaging,81638.71,1407.3,17,17,0,0,0,0,0,0,Sea
368,2023-05-03,20,12,Packaging,24359.35,3511.8,23,23,0,0,0,0,0,0,Road
369,2023-05-03,19,13,Electronics,194301.88,1736.1,13,13,0,0,0,0,0,0,Road
370,2023-05-04,13,9,Textile,155317.06,1832.8,10,10,0,0,0,0,0,0,Road
371,2023-05-04,4,3,Raw Material,33783.79,4344.5,6,9,3,1,0,1,0,0,Road
372,2023-05-04,17,11,Electronics,23598.78,1621.5,23,23,0,0,0,0,0,0,Road
373,2023-05-05,23,3,Raw Material,131513.74,3071.2,6,12,6,1,0,1,0,0,Road
374,2023-05-05,25,1,Electronics,177221.8,3804.0,8,8,0,0,0,0,0,0,Sea
375,2023-05-05,16,10,Packaging,186021.07,1080.8,13,14,1,1,0,0,0,1,Air
376,2023-05-06,9,14,Textile,157709.18,980.4,2,2,0,0,0,0,0,0,Road
377,2023-05-06,2,11,Textile,170242.35,516.2,23,23,0,0,0,0,0,0,Road
378,2023-05-06,16,14,Electronics,72800.83,3297.3,2,7,5,1,0,1,0,0,Road
379,2023-05-07,1,14,Packaging,103782.47,395.2,2,6,4,1,1,0,0,0,Road
380,2023-05-07,16,12,Textile,147733.66,4069.5,23,23,0,0,0,0,0,0,Road
381,2023-05-07,23,2,Electronics,71189.21,2891.4,16,20,4,1,0,1,0,0,Air
382,2023-05-08,30,13,Electronics,140830.02,1129.1,13,19,6,1,0,1,0,0,Road
383,2023-05-08,18,2,Packaging,5570.29,4273.1,16,18,2,1,0,0,1,0,Air
384,2023-05-08,9,5,Electronics,63853.49,3144.8,13,13,0,0,0,0,0,0,Rail
385,2023-05-09,4,14,Packaging,86076.38,2382.8,2,2,0,0,0,0,0,0,Road
386,2023-05-09,14,1,Electronics,132054.65,2878.9,8,8,0,0,0,0,0,0,Sea
387,2023-05-09,3,5,Packaging,43878.04,3304.5,13,14,1,1,0,0,0,1,Rail
388,2023-05-10,17,1,Electronics,94967.68,127.3,8,8,0,0,0,0,0,0,Sea
389,2023-05-10,5,15,Raw Material,103190.56,2645.6,14,14,0,0,0,0,0,0,Rail
390,2023-05-10,22,1,Electronics,72649.28,365.6,8,8,0,0,0,0,0,0,Sea
391,2023-05-11,12,5,Raw Material,24249.86,3108.0,13,13,0,0,0,0,0,0,Rail
392,2023-05-11,2,5,Electronics,195518.94,3378.3,13,18,5,1,1,0,0,1,Rail
393,2023-05-11,15,4,Packaging,48100.49,3593.9,21,21,0,0,0,0,0,0,Road
394,2023-05-12,22,12,Electronics,34556.55,874.3,23,23,0,0,0,0,0,0,Road
395,2023-05-12,21,3,Packaging,189540.22,3389.1,6,13,7,1,0,1,0,0,Road
396,2023-05-12,7,6,Textile,186276.42,3656.3,6,10,4,1,0,1,0,0,Road
397,2023-05-13,2,6,Raw Material,74181.49,2006.4,6,6,0,0,0,0,0,0,Road
398,2023-05-13,20,5,Textile,182043.41,1890.4,13,13,0,0,0,0,0,0,Rail
399,2023-05-13,22,15,Raw Material,149211.07,2012.5,14,14,0,0,0,0,0,0,Rail
400,2023-05-14,24,6,Packaging,83550.57,709.1,6,9,3,1,0,0,1,0,Road
401,2023-05-14,13,1,Raw Material,177350.08,4626.6,8,14,6,1,0,1,0,0,Sea
402,2023-05-14,17,4,Raw Material,84673.19,1702.2,21,23,2,1,0,0,0,1,Road
403,2023-05-15,2,12,Packaging,62153.19,4790.8,23,29,6,1,1,0,0,1,Road
404,2023-05-15,2,8,Packaging,40991.43,432.4,17,17,0,0,0,0,0,0,Sea
405,2023-05-15,8,14,Textile,102908.54,2495.9,2,7,5,1,0,1,1,0,Road
406,2023-05-16,3,9,Raw Material,155205.42,3756.2,10,10,0,0,0,0,0,0,Road
407,2023-05-16,15,15,Packaging,137872.3,456.8,14,19,5,1,0,1,0,0,Rail
408,2023-05-16,1,9,Electronics,34187.02,2303.5,10,10,0,0,0,0,0,0,Road
409,2023-05-17,17,7,Raw Material,14230.07,1262.1,7,7,0,0,0,0,0,0,Rail
410,2023-05-17,11,12,Packaging,116459.91,2020.7,23,23,0,0,0,0,0,0,Road
411,2023-05-17,9,2,Packaging,143378.33,3496.6,16,16,0,0,0,0,0,0,Air
412,2023-05-18,3,1,Raw Material,34839.05,2865.9,8,8,0,0,0,0,0,0,Sea
413,2023-05-18,7,7,Packaging,172710.74,4449.4,7,7,0,0,0,0,0,0,Rail
414,2023-05-18,29,6,Textile,192423.35,4828.8,6,8,2,1,0,0,1,1,Road
415,2023-05-19,8,14,Textile,47116.69,1490.2,2,3,1,1,0,0,1,0,Road
416,2023-05-19,7,3,Packaging,26563.94,1174.0,6,12,6,1,1,0,0,1,Road
417,2023-05-19,19,4,Packaging,156799.49,3654.4,21,24,3,1,0,1,0,0,Road
418,2023-05-20,11,1,Textile,72895.59,1747.5,8,14,6,1,0,1,0,0,Sea
419,2023-05-20,30,7,Electronics,56574.52,4963.0,7,7,0,0,0,0,0,0,Rail
420,2023-05-20,23,5,Raw Material,24173.67,4387.7,13,13,0,0,0,0,0,0,Rail
421,2023-05-21,29,11,Packaging,32564.47,1554.3,23,26,3,1,0,0,1,0,Road
422,2023-05-21,19,4,Packaging,45636.79,4716.0,21,22,1,1,0,0,0,1,Road
423,2023-05-21,7,12,Textile,190418.33,2049.5,23,25,2,1,1,0,0,0,Road
424,2023-05-22,7,9,Raw Material,172994.37,2072.0,10,10,0,0,0,0,0,0,Road
425,2023-05-22,8,15,Raw Material,101987.22,1096.9,14,17,3,1,0,0,1,1,Rail
426,2023-05-22,5,7,Packaging,197421.67,31.8,7,7,0,0,0,0,0,0,Rail
427,2023-05-23,4,5,Packaging,34206.98,2620.8,13,16,3,1,1,0,0,0,Rail
428,2023-05-23,1,2,Electronics,50271.5,4954.5,16,20,4,1,0,1,0,0,Air
429,2023-05-23,19,12,Packaging,191941.85,2921.0,23,23,0,0,0,0,0,0,Road
430,2023-05-24,10,14,Textile,190334.8,961.9,2,5,3,1,0,1,0,0,Road
431,2023-05-24,13,5,Packaging,144487.39,2575.6,13,13,0,0,0,0,0,0,Rail
432,2023-05-24,26,4,Raw Material,195608.14,1497.7,21,24,3,1,0,1,0,0,Road
433,2023-05-25,12,4,Packaging,171066.27,2151.1,21,21,0,0,0,0,0,0,Road
434,2023-05-25,7,4,Textile,90036.18,4533.2,21,21,0,0,0,0,0,0,Road
435,2023-05-25,6,14,Packaging,91180.97,4497.5,2,2,0,0,0,0,0,0,Road
436,2023-05-26,20,5,Electronics,47292.38,473.2,13,13,0,0,0,0,0,0,Rail
437,2023-05-26,26,8,Raw Material,75629.93,780.4,17,17,0,0,0,0,0,0,Sea
438,2023-05-26,16,10,Textile,6515.64,2704.5,13,20,7,1,0,1,0,0,Air
439,2023-05-27,11,14,Raw Material,122633.02,4230.6,2,2,0,0,0,0,0,0,Road
440,2023-05-27,19,15,Electronics,29163.2,3971.2,14,14,0,0,0,0,0,0,Rail
441,2023-05-27,20,3,Textile,83145.76,1090.1,6,6,0,0,0,0,0,0,Road
442,2023-05-28,24,7,Electronics,44526.67,1875.9,7,10,3,1,0,1,1,0,Rail
443,2023-05-28,14,5,Electronics,67886.95,1902.1,13,13,0,0,0,0,0,0,Rail
444,2023-05-28,18,12,Raw Material,115647.6,1083.0,23,26,3,1,0,0,1,0,Road
445,2023-05-29,27,13,Raw Material,133890.14,3209.3,13,15,2,1,0,0,1,0,Road
446,2023-05-29,30,4,Raw Material,135303.07,3765.8,21,21,0,0,0,0,0,0,Road
447,2023-05-29,20,11,Electronics,65139.2,3933.2,23,23,0,0,0,0,0,0,Road
448,2023-05-30,28,15,Electronics,149479.78,3765.2,14,14,0,0,0,0,0,0,Rail
449,2023-05-30,28,4,Electronics,165435.45,3003.6,21,21,0,0,0,0,0,0,Road
450,2023-05-30,21,9,Textile,164996.4,3070.7,10,14,4,1,0,1,0,0,Road
451,2023-05-31,4,12,Electronics,167615.09,305.7,23,23,0,0,0,0,0,0,Road
452,2023-05-31,25,11,Raw Material,168916.54,4500.8,23,23,0,0,0,0,0,0,Road
453,2023-05-31,1,1,Raw Material,36793.91,3414.3,8,9,1,1,1,0,0,0,Sea
454,2023-06-01,4,9,Electronics,44360.92,1263.4,10,10,0,0,0,0,0,0,Road
455,2023-06-01,13,4,Raw Material,176222.74,578.7,21,21,0,0,0,0,0,0,Road
456,2023-06-01,23,2,Textile,44255.07,4011.0,16,20,4,1,0,1,0,1,Air
457,2023-06-02,13,11,Textile,120983.28,149.1,23,23,0,0,0,0,0,0,Road
458,2023-06-02,20,9,Packaging,187972.91,4189.1,10,10,0,0,0,0,0,0,Road
459,2023-06-02,24,9,Packaging,114607.81,393.5,10,12,2,1,0,0,1,0,Road
460,2023-06-03,3,14,Electronics,71253.03,1947.9,2,2,0,0,0,0,0,0,Road
461,2023-06-03,8,14,Textile,133850.98,3736.4,2,7,5,1,1,0,1,0,Road
462,2023-06-03,4,5,Raw Material,175602.16,4593.6,13,13,0,0,0,0,0,0,Rail
463,2023-06-04,26,1,Textile,99444.31,3292.3,8,8,0,0,0,0,0,0,Sea
464,2023-06-04,18,4,Electronics,142694.27,3335.9,21,22,1,1,0,0,1,0,Road
465,2023-06-04,7,9,Packaging,14744.34,4623.5,10,10,0,0,0,0,0,0,Road
466,2023-06-05,19,15,Textile,173121.96,1952.1,14,16,2,1,1,0,0,0,Rail
467,2023-06-05,29,14,Textile,66957.16,148.1,2,6,4,1,1,0,1,0,Road
468,2023-06-05,12,10,Packaging,93042.27,2909.6,13,16,3,1,1,0,0,0,Air
469,2023-06-06,9,10,Electronics,48633.32,4542.0,13,13,0,0,0,0,0,0,Air
470,2023-06-06,11,2,Textile,11952.87,2830.1,16,20,4,1,1,0,0,0,Air
471,2023-06-06,6,1,Raw Material,102194.13,3903.3,8,12,4,1,0,1,0,0,Sea
472,2023-06-07,20,11,Textile,156769.05,810.7,23,29,6,1,1,1,0,0,Road
473,2023-06-07,3,4,Packaging,80764.0,2404.6,21,21,0,0,0,0,0,0,Road
474,2023-06-07,1,5,Textile,62360.59,4196.9,13,15,2,1,0,0,0,1,Rail
475,2023-06-08,26,8,Textile,141305.74,4208.0,17,17,0,0,0,0,0,0,Sea
476,2023-06-08,1,10,Textile,197516.78,2042.9,13,13,0,0,0,0,0,0,Air
477,2023-06-08,8,2,Textile,169465.41,4236.0,16,23,7,1,0,1,1,0,Air
478,2023-06-09,6,15,Textile,133697.68,732.0,14,14,0,0,0,0,0,0,Rail
479,2023-06-09,14,12,Raw Material,91223.47,961.4,23,23,0,0,0,0,0,0,Road
480,2023-06-09,13,10,Electronics,33532.49,98.6,13,16,3,1,0,1,0,0,Air
481,2023-06-10,12,14,Electronics,70280.06,3491.7,2,2,0,0,0,0,0,0,Road
482,2023-06-10,6,2,Packaging,170606.74,2164.3,16,16,0,0,0,0,0,0,Air
483,2023-06-10,16,10,Electronics,162516.34,2204.1,13,13,0,0,0,0,0,0,Air
484,2023-06-11,3,7,Electronics,119740.5,4436.6,7,7,0,0,0,0,0,0,Rail
485,2023-06-11,21,6,Textile,126690.88,475.2,6,6,0,0,0,0,0,0,Road
486,2023-06-11,5,2,Textile,132889.32,1635.8,16,16,0,0,0,0,0,0,Air
487,2023-06-12,21,14,Packaging,89089.81,1013.1,2,2,0,0,0,0,0,0,Road
488,2023-06-12,3,10,Raw Material,144168.16,1626.2,13,17,4,1,0,1,0,1,Air
489,2023-06-12,29,11,Electronics,89919.6,4823.7,23,25,2,1,0,0,1,0,Road
490,2023-06-13,16,15,Packaging,146967.82,4285.2,14,14,0,0,0,0,0,0,Rail
491,2023-06-13,22,13,Electronics,150287.24,2689.4,13,13,0,0,0,0,0,0,Road
492,2023-06-13,18,1,Textile,191408.57,2476.5,8,9,1,1,0,0,1,0,Sea
493,2023-06-14,7,2,Packaging,111903.12,2647.1,16,17,1,1,0,0,0,1,Air
494,2023-06-14,6,12,Packaging,161627.38,4633.3,23,28,5,1,0,1,0,0,Road
495,2023-06-14,9,4,Raw Material,128105.89,493.6,21,21,0,0,0,0,0,0,Road
496,2023-06-15,1,13,Raw Material,147418.77,2435.4,13,14,1,1,1,0,0,0,Road
497,2023-06-15,7,5,Raw Material,151054.18,342.4,13,16,3,1,1,0,0,0,Rail
498,2023-06-15,26,1,Raw Material,72677.28,1793.3,8,8,0,0,0,0,0,0,Sea
499,2023-06-16,29,15,Packaging,193726.97,471.5,14,15,1,1,0,0,1,0,Rail
500,2023-06-16,25,2,Textile,147854.58,618.1,16,19,3,1,0,1,0,0,Air
501,2023-06-16,20,12,Electronics,199544.92,4447.6,23,29,6,1,0,1,0,0,Road
502,2023-06-17,14,14,Electronics,23038.87,1581.9,2,2,0,0,0,0,0,0,Road
503,2023-06-17,10,6,Textile,98861.72,3615.9,6,6,0,0,0,0,0,0,Road
504,2023-06-17,2,12,Textile,55033.23,2297.3,23,23,0,0,0,0,0,0,Road
505,2023-06-18,8,14,Raw Material,164316.95,4287.2,2,3,1,1,0,0,1,0,Road
506,2023-06-18,22,8,Textile,81233.2,2608.6,17,19,2,1,0,0,0,1,Sea
507,2023-06-18,1,12,Raw Material,99553.94,691.1,23,25,2,1,1,0,0,0,Road
508,2023-06-19,29,9,Packaging,160886.94,4141.0,10,11,1,1,0,0,1,0,Road
509,2023-06-19,8,12,Textile,120476.5,237.3,23,26,3,1,0,0,1,0,Road
510,2023-06-19,4,2,Raw Material,11094.13,4741.0,16,16,0,0,0,0,0,0,Air
511,2023-06-20,14,4,Packaging,121182.71,3755.0,21,21,0,0,0,0,0,0,Road
512,2023-06-20,13,2,Electronics,78096.11,4423.9,16,16,0,0,0,0,0,0,Air
513,2023-06-20,11,10,Textile,166533.94,2087.7,13,13,0,0,0,0,0,0,Air
514,2023-06-21,28,13,Raw Material,23753.7,1326.9,13,13,0,0,0,0,0,0,Road
515,2023-06-21,26,13,Textile,182822.74,2669.0,13,17,4,1,0,1,0,0,Road
516,2023-06-21,20,8,Textile,114411.69,4566.2,17,17,0,0,0,0,0,0,Sea
517,2023-06-22,11,5,Packaging,78968.03,2542.3,13,13,0,0,0,0,0,0,Rail
518,2023-06-22,13,1,Packaging,119756.24,3789.4,8,8,0,0,0,0,0,0,Sea
519,2023-06-22,30,9,Textile,7196.67,3083.4,10,11,1,1,0,0,0,1,Road
520,2023-06-23,29,14,Textile,144860.27,1744.4,2,5,3,1,1,0,1,0,Road
521,2023-06-23,9,15,Raw Material,158216.54,539.5,14,16,2,1,0,1,0,0,Rail
522,2023-06-23,4,15,Electronics,49668.71,3195.5,14,14,0,0,0,0,0,0,Rail
523,2023-06-24,30,2,Textile,75036.26,2327.7,16,16,0,0,0,0,0,0,Air
524,2023-06-24,24,5,Textile,60865.82,1725.8,13,14,1,1,0,0,1,0,Rail
525,2023-06-24,27,3,Electronics,172404.5,4701.6,6,9,3,1,0,0,1,0,Road
526,2023-06-25,27,9,Raw Material,82358.09,257.6,10,17,7,1,1,0,1,0,Road
527,2023-06-25,3,10,Packaging,184919.44,1515.6,13,15,2,1,0,0,0,1,Air
528,2023-06-25,23,3,Raw Material,50731.79,1551.8,6,6,0,0,0,0,0,0,Road
529,2023-06-26,2,15,Electronics,154814.58,689.3,14,14,0,0,0,0,0,0,Rail
530,2023-06-26,19,12,Raw Material,132666.83,635.1,23,23,0,0,0,0,0,0,Road
531,2023-06-26,17,10,Electronics,134186.38,1858.0,13,13,0,0,0,0,0,0,Air
532,2023-06-27,3,6,Packaging,20510.9,2015.0,6,6,0,0,0,0,0,0,Road
533,2023-06-27,14,14,Electronics,143142.77,4286.8,2,2,0,0,0,0,0,0,Road
534,2023-06-27,17,4,Electronics,119988.73,3870.0,21,21,0,0,0,0,0,0,Road
535,2023-06-28,18,13,Packaging,35192.21,1024.6,13,15,2,1,0,0,1,1,Road
536,2023-06-28,21,5,Electronics,99026.84,3355.1,13,14,1,1,0,0,0,1,Rail
537,2023-06-28,13,2,Electronics,91304.98,4583.1,16,25,9,1,0,1,0,1,Air
538,2023-06-29,23,13,Electronics,173664.36,2470.1,13,13,0,0,0,0,0,0,Road
539,2023-06-29,22,9,Electronics,198824.87,3727.5,10,10,0,0,0,0,0,0,Road
540,2023-06-29,5,13,Textile,83464.7,1783.1,13,13,0,0,0,0,0,0,Road
541,2023-06-30,25,15,Packaging,179943.93,3050.1,14,14,0,0,0,0,0,0,Rail
542,2023-06-30,20,2,Electronics,56424.15,1165.8,16,16,0,0,0,0,0,0,Air
543,2023-06-30,14,8,Packaging,65891.47,2346.2,17,17,0,0,0,0,0,0,Sea
544,2023-07-01,27,15,Electronics,16968.55,3930.4,14,21,7,1,0,1,1,0,Rail
545,2023-07-01,29,12,Electronics,5938.86,2372.4,23,25,2,1,0,0,1,0,Road
546,2023-07-01,20,4,Textile,27658.26,1498.5,21,21,0,0,0,0,0,0,Road
547,2023-07-02,30,9,Raw Material,64297.77,2081.8,10,10,0,0,0,0,0,0,Road
548,2023-07-02,10,13,Textile,196859.24,4724.9,13,13,0,0,0,0,0,0,Road
549,2023-07-02,14,5,Packaging,151823.26,909.9,13,13,0,0,0,0,0,0,Rail
550,2023-07-03,11,7,Electronics,186854.94,2156.3,7,7,0,0,0,0,0,0,Rail
551,2023-07-03,8,8,Textile,68921.51,2133.4,17,22,5,1,0,0,1,1,Sea
552,2023-07-03,1,6,Textile,174057.43,3436.3,6,6,0,0,0,0,0,0,Road
553,2023-07-04,15,15,Packaging,136436.85,346.6,14,14,0,0,0,0,0,0,Rail
554,2023-07-04,22,1,Packaging,149528.72,1540.0,8,13,5,1,1,0,0,1,Sea
555,2023-07-04,18,5,Electronics,197378.12,834.0,13,16,3,1,0,0,1,0,Rail
556,2023-07-05,13,10,Packaging,96868.43,2246.6,13,13,0,0,0,0,0,0,Air
557,2023-07-05,14,7,Electronics,10907.39,3348.1,7,7,0,0,0,0,0,0,Rail
558,2023-07-05,7,2,Raw Material,195763.89,2374.2,16,20,4,1,1,0,0,0,Air
559,2023-07-06,16,10,Packaging,109687.08,25.5,13,17,4,1,1,0,0,0,Air
560,2023-07-06,9,13,Textile,174442.39,2904.0,13,13,0,0,0,0,0,0,Road
561,2023-07-06,8,15,Raw Material,198845.78,2091.2,14,15,1,1,0,0,1,0,Rail
562,2023-07-07,9,15,Textile,77273.24,1043.2,14,14,0,0,0,0,0,0,Rail
563,2023-07-07,29,3,Textile,64269.43,213.9,6,10,4,1,0,0,1,1,Road
564,2023-07-07,2,3,Packaging,169734.77,4210.7,6,7,1,1,0,0,0,1,Road
565,2023-07-08,1,15,Raw Material,24159.36,2597.8,14,14,0,0,0,0,0,0,Rail
566,2023-07-08,12,13,Electronics,89959.67,4310.7,13,13,0,0,0,0,0,0,Road
567,2023-07-08,10,14,Raw Material,186128.02,3356.2,2,2,0,0,0,0,0,0,Road
568,2023-07-09,23,6,Electronics,193361.15,1748.6,6,10,4,1,1,0,0,0,Road
569,2023-07-09,15,5,Packaging,131798.83,4592.3,13,14,1,1,1,0,0,0,Rail
570,2023-07-09,9,12,Raw Material,126519.19,4375.4,23,27,4,1,0,1,0,0,Road
571,2023-07-10,2,6,Raw Material,71688.12,3910.7,6,12,6,1,1,1,0,0,Road
572,2023-07-10,14,3,Packaging,134133.97,902.8,6,6,0,0,0,0,0,0,Road
573,2023-07-10,25,15,Electronics,57119.51,4768.4,14,14,0,0,0,0,0,0,Rail
574,2023-07-11,9,8,Textile,187057.87,1493.3,17,22,5,1,0,1,0,1,Sea
575,2023-07-11,26,8,Packaging,126539.58,3735.1,17,17,0,0,0,0,0,0,Sea
576,2023-07-11,24,6,Packaging,137406.07,526.0,6,8,2,1,0,0,1,0,Road
577,2023-07-12,8,9,Raw Material,60855.69,3920.6,10,12,2,1,0,0,1,0,Road
578,2023-07-12,29,6,Raw Material,135780.5,1317.9,6,9,3,1,0,0,1,0,Road
579,2023-07-12,11,14,Packaging,17451.21,1521.1,2,2,0,0,0,0,0,0,Road
580,2023-07-13,4,15,Electronics,28145.08,3589.5,14,14,0,0,0,0,0,0,Rail
581,2023-07-13,11,2,Textile,13048.56,1040.6,16,16,0,0,0,0,0,0,Air
582,2023-07-13,18,13,Raw Material,58891.08,1758.4,13,14,1,1,0,0,1,0,Road
583,2023-07-14,3,11,Electronics,118935.45,3765.9,23,24,1,1,1,0,0,0,Road
584,2023-07-14,24,13,Packaging,83659.08,1260.0,13,16,3,1,0,0,1,0,Road
585,2023-07-14,29,14,Packaging,157622.6,888.3,2,9,7,1,0,1,1,0,Road
586,2023-07-15,22,9,Packaging,34248.35,1932.0,10,10,0,0,0,0,0,0,Road
587,2023-07-15,3,2,Packaging,25429.93,1988.4,16,18,2,1,0,1,0,0,Air
